weight,description,dueDate,assignedDate,title
68.64,"Removal of Synthetic Substitute from Left Sternoclavicular Joint, Percutaneous Approach",21.09.2020,19.06.2020,Opela
68.32,"Drainage of Thalamus with Drainage Device, Percutaneous Approach",09.05.2019,18.04.2020,Redhold
43.58,"Removal of Autologous Tissue Substitute from Cervical Vertebral Joint, Percutaneous Approach",12.12.2019,31.01.2021,Holdlamis
48.3,"Insertion of Internal Fixation Device into Left Knee Joint, Percutaneous Endoscopic Approach",15.11.2020,02.05.2020,Viva
44.7,"Supplement Left Cephalic Vein with Synthetic Substitute, Open Approach",27.07.2019,20.01.2020,Flowdesk
41.78,"Reposition Left Upper Femur with Intramedullary Internal Fixation Device, Open Approach",09.10.2020,20.04.2020,Treeflex
85.58,"Removal of Nonautologous Tissue Substitute from Trachea, Via Natural or Artificial Opening Endoscopic",01.02.2021,05.03.2021,Bigtax
67.57,"Dilation of Coronary Artery, One Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",01.09.2019,18.03.2021,Keylex
89.3,"Supplement Mitral Valve with Zooplastic Tissue, Percutaneous Approach",17.11.2019,16.09.2020,Fintone
66.58,"Repair Left Acromioclavicular Joint, Percutaneous Endoscopic Approach",18.11.2020,04.06.2020,Daltfresh
4.51,"Supplement Left Axillary Artery with Autologous Tissue Substitute, Percutaneous Approach",26.01.2021,09.04.2021,Asoka
8.68,"Drainage of Left Foot Artery, Open Approach, Diagnostic",02.12.2020,06.05.2021,Solarbreeze
56.23,"Revision of External Fixation Device in Right Carpal Joint, Open Approach",04.09.2019,23.03.2020,Y-Solowarm
5.08,"Bypass Right Axillary Artery to Bilateral Upper Arm Artery with Autologous Arterial Tissue, Open Approach",07.04.2021,06.07.2020,Cardguard
50,"Release Left Breast, Percutaneous Approach",15.09.2020,26.07.2020,Stim
26.68,"Replacement of Left Femoral Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",01.03.2020,27.03.2021,Prodder
34.39,Beam Radiation of Soft Palate using Neutron Capture,22.03.2021,11.07.2020,Opela
65.64,Laser Interstitial Thermal Therapy of Anus,07.06.2019,17.11.2020,Domainer
38.37,"Replacement of Thoracic Aorta, Ascending/Arch with Zooplastic Tissue, Percutaneous Endoscopic Approach",01.02.2020,13.01.2020,Sub-Ex
72.13,Plain Radiography of Left Upper Extremity Veins using Other Contrast,15.09.2019,20.12.2019,Trippledex
1.6,"Bypass Abdominal Aorta to Lower Extremity Artery, Open Approach",20.10.2019,18.01.2020,Voyatouch
2.2,"Supplement Left Hand with Synthetic Substitute, Percutaneous Endoscopic Approach",14.05.2020,29.08.2020,Veribet
49.19,"Excision of Right Pelvic Bone, Percutaneous Approach, Diagnostic",26.05.2020,15.02.2020,Bigtax
65.81,"Reposition Right Auditory Ossicle, Percutaneous Endoscopic Approach",13.09.2019,28.03.2020,Temp
95.75,"Division of Right Foot Bursa and Ligament, Percutaneous Endoscopic Approach",05.11.2019,03.11.2019,Daltfresh
94.34,Stereotactic Particulate Radiosurgery of Thymus,20.03.2021,20.11.2019,Ronstring
37.97,"Replacement of Right Ankle Tendon with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",12.10.2019,03.03.2021,Stim
26.31,"Supplement Left Carpal with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",23.04.2020,01.01.2020,Regrant
81.85,"Occlusion of Right Greater Saphenous Vein with Intraluminal Device, Percutaneous Approach",09.06.2019,12.10.2019,Zathin
29.08,"Repair Cervical Plexus, Open Approach",26.04.2020,16.07.2020,Flowdesk
67.52,"Revision of Other Device in Pericardial Cavity, Open Approach",04.10.2020,09.01.2020,Prodder
13.3,"Reposition Left Toe Phalangeal Joint with External Fixation Device, Percutaneous Endoscopic Approach",22.11.2020,18.04.2021,Y-Solowarm
49.83,"Removal of Nonautologous Tissue Substitute from Lumbosacral Joint, Open Approach",11.07.2020,26.01.2020,Tampflex
69.14,"Replacement of Left Femoral Vein with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",18.07.2019,08.01.2020,Fix San
88.27,"Lower Joints, Removal",16.12.2020,29.01.2021,Cardguard
82.51,"Replacement of Left Thumb Phalanx with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",25.12.2019,24.05.2020,Keylex
56.66,"Extraction of Vertebral Bone Marrow, Open Approach, Diagnostic",08.03.2021,03.02.2020,Fixflex
14.54,"Excision of Olfactory Nerve, Percutaneous Endoscopic Approach, Diagnostic",06.10.2019,25.03.2021,Subin
83.11,"Restriction of Left Main Bronchus, Via Natural or Artificial Opening Endoscopic",24.01.2020,11.10.2020,Greenlam
89.12,"Restriction of Left Popliteal Artery with Extraluminal Device, Percutaneous Endoscopic Approach",05.05.2020,13.05.2021,Sonsing
12.45,"Supplement Aortic Valve created from Truncal Valve with Zooplastic Tissue, Percutaneous Endoscopic Approach",20.03.2021,08.05.2020,Veribet
89.43,Fluoroscopy of Left Common Carotid Artery using Low Osmolar Contrast,13.01.2021,16.02.2021,Alphazap
26.53,"Occlusion of Left Thyroid Artery, Percutaneous Approach",01.11.2019,05.10.2019,Asoka
99.69,"Transfer Ulnar Nerve to Ulnar Nerve, Open Approach",06.07.2020,18.06.2020,Zathin
1.43,"Reposition Thoracic Spinal Cord, Open Approach",28.10.2020,18.04.2021,Rank
22.35,"Removal of Drainage Device from Left Upper Extremity, Percutaneous Approach",16.03.2020,12.03.2020,Bitchip
54.79,"Removal of Synthetic Substitute from Pancreatic Duct, Percutaneous Endoscopic Approach",20.03.2020,06.02.2020,Kanlam
29.43,"Occlusion of Right Subclavian Vein, Open Approach",17.08.2020,28.01.2021,Domainer
55.74,"Repair Left Nipple, Via Natural or Artificial Opening Endoscopic",01.11.2020,27.02.2020,Stim
4.5,Contact Radiation of Pleura,17.12.2020,19.01.2020,Bytecard
27.77,"Dilation of Right Internal Mammary Artery with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",30.08.2019,02.02.2021,Viva
7.79,"Removal of Bone Growth Stimulator from Skull, External Approach",15.05.2021,25.07.2020,Greenlam
28.3,"Bypass Right Pleural Cavity to Cutaneous with Synthetic Substitute, Percutaneous Endoscopic Approach",10.01.2020,22.09.2020,Sonsing
57.93,"Division of Right Humeral Head, Percutaneous Endoscopic Approach",19.11.2020,05.01.2020,Treeflex
17.98,"Dilation of Left External Carotid Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",10.09.2019,08.07.2020,Tresom
5.58,"Replacement of Left Renal Artery with Synthetic Substitute, Open Approach",06.09.2020,11.03.2020,Alpha
97.04,"Supplement Left Trunk Tendon with Nonautologous Tissue Substitute, Open Approach",13.02.2021,05.02.2021,Redhold
26.63,Magnetic Resonance Imaging (MRI) of Acoustic Nerves,21.08.2020,02.12.2020,Flexidy
36.13,Computerized Tomography (CT Scan) of Left Eye using Other Contrast,10.11.2019,01.01.2021,Kanlam
22.57,"Excision of Right Trunk Tendon, Percutaneous Endoscopic Approach",20.07.2020,20.08.2020,Rank
56.84,"Revision of Other Device in Right Lower Extremity, Percutaneous Approach",17.08.2020,24.10.2020,Temp
74.6,"Restriction of Cystic Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",22.06.2019,22.03.2021,Treeflex
61.6,"Excision of Left Elbow Region, Open Approach, Diagnostic",20.02.2021,12.03.2020,Holdlamis
99.75,"Resection of Left Knee Bursa and Ligament, Open Approach",23.01.2020,24.10.2020,Zamit
69.03,"Excision of Anterior Neck Subcutaneous Tissue and Fascia, Open Approach, Diagnostic",07.09.2019,19.07.2020,Zontrax
2.48,"Supplement Pericardium with Zooplastic Tissue, Percutaneous Endoscopic Approach",06.06.2020,29.08.2020,Mat Lam Tam
11.68,"Dilation of Right Common Iliac Artery with Intraluminal Device, Percutaneous Endoscopic Approach",11.05.2021,23.12.2019,Cardify
71.86,"Insertion of Artificial Sphincter into Urethra, Percutaneous Endoscopic Approach",15.09.2020,02.03.2021,Opela
54.68,"Reattachment of Trachea, Open Approach",07.08.2019,16.04.2020,Job
9.83,"Insertion of Radioactive Element into Left Elbow Region, Percutaneous Endoscopic Approach",08.04.2020,21.06.2020,Ronstring
64.84,"Extirpation of Matter from Left Auditory Ossicle, Open Approach",18.10.2019,25.11.2020,Rank
72.8,"Substance Abuse Treatment, Medication Management",01.07.2020,08.10.2019,Veribet
61.48,"Supplement of Perineum Subcutaneous Tissue and Fascia with Synthetic Substitute, Open Approach",09.02.2021,31.03.2020,Redhold
10.43,"Transfer Left Trunk Muscle with Skin and Subcutaneous Tissue, Open Approach",05.11.2019,05.04.2020,Ronstring
85.89,"Occlusion of Left Fallopian Tube with Extraluminal Device, Open Approach",18.02.2020,18.02.2020,Stronghold
70.51,"Insertion of Infusion Device into Left External Iliac Vein, Percutaneous Approach",25.03.2020,13.05.2021,Prodder
15.05,"Repair Nasopharynx, Percutaneous Approach",03.10.2020,16.10.2020,Overhold
94.4,"Dilation of Right Internal Mammary Artery, Bifurcation, with Two Intraluminal Devices, Percutaneous Approach",10.12.2020,18.01.2020,Bamity
41.97,"Destruction of Transverse Colon, Via Natural or Artificial Opening Endoscopic",08.10.2020,21.11.2020,Latlux
84.3,"Male Reproductive System, Repair",01.06.2019,15.10.2020,Mat Lam Tam
10.82,"Bursae and Ligaments, Extirpation",09.08.2020,24.02.2020,Greenlam
64.12,"Removal of Synthetic Substitute from Right Humeral Head, Percutaneous Endoscopic Approach",12.11.2020,24.06.2020,Alpha
42.95,"Bypass Left Internal Iliac Artery to Left External Iliac Artery with Autologous Venous Tissue, Open Approach",25.11.2020,18.11.2020,Wrapsafe
45.91,"Change Other Device in Pituitary Gland, External Approach",27.10.2019,03.08.2020,Prodder
26.52,"Revision of Autologous Tissue Substitute in Left Toe Phalanx, Percutaneous Approach",14.11.2020,03.01.2020,Vagram
15.42,"Drainage of Left Diaphragm with Drainage Device, Percutaneous Endoscopic Approach",16.08.2019,05.10.2020,Zathin
50.19,"Bypass Right Atrium to Left Pulmonary Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach",05.01.2021,03.02.2020,Tin
90.5,"Release Pharynx, Percutaneous Approach",31.05.2020,11.11.2020,Flexidy
73.88,"Radiation Therapy, Eye, Other Radiation",24.08.2020,08.10.2020,Stim
22.27,Immobilization of Left Thumb using Brace,13.05.2021,13.07.2020,Pannier
65.54,"Supplement Heart with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",01.07.2020,07.06.2020,Gembucket
33.79,"Removal of Extraluminal Device from Right Eye, Via Natural or Artificial Opening Endoscopic",28.05.2019,26.12.2019,Solarbreeze
88.33,"Release Bladder Neck, Percutaneous Approach",28.06.2019,22.11.2020,Rank
73.19,"Supplement Right Nipple with Nonautologous Tissue Substitute, External Approach",22.08.2020,14.08.2020,Opela
80.94,"Supplement Right Shoulder Tendon with Autologous Tissue Substitute, Open Approach",06.09.2020,06.08.2020,Treeflex
77.39,"Reposition Skull with Internal Fixation Device, Open Approach",11.10.2020,27.12.2020,Fixflex
66.43,"Supplement Right Ethmoid Bone with Nonautologous Tissue Substitute, Open Approach",11.05.2020,15.02.2020,Fintone
97.29,"Repair Sigmoid Colon, Open Approach",09.10.2020,16.12.2020,Kanlam
83.89,"Release Duodenum, Via Natural or Artificial Opening Endoscopic",30.07.2019,28.04.2020,Alphazap
80.46,"Supplement Left Epididymis with Nonautologous Tissue Substitute, Open Approach",15.03.2021,05.10.2019,Flowdesk
2.7,"Irrigation of Upper GI using Irrigating Substance, Percutaneous Approach",19.10.2020,09.01.2021,Span
70.2,"Drainage of Right Middle Lobe Bronchus, Via Natural or Artificial Opening",12.11.2020,11.02.2021,Voltsillam
20.77,"Destruction of Right Hepatic Duct, Percutaneous Approach",31.05.2020,04.03.2021,Vagram
57.73,"Drainage of Left Occipital Bone with Drainage Device, Percutaneous Endoscopic Approach",01.07.2020,24.08.2020,Transcof
38.54,"Repair Right Thorax Bursa and Ligament, Percutaneous Approach",10.06.2020,08.05.2021,Viva
43.02,"Dilation of Left Colic Artery, Bifurcation, with Two Intraluminal Devices, Percutaneous Endoscopic Approach",16.08.2020,21.11.2019,Toughjoyfax
78.32,"Occlusion of Middle Colic Artery, Percutaneous Approach",24.05.2020,18.02.2020,Gembucket
57.29,"Extraction of Left Vocal Cord, Percutaneous Endoscopic Approach",27.09.2020,01.03.2021,Fixflex
5.3,"Replacement of Thoracic Vertebral Disc with Autologous Tissue Substitute, Open Approach",14.09.2020,01.07.2020,Quo Lux
29.51,"Revision of Other Device in Right Pleural Cavity, Open Approach",09.11.2019,12.07.2020,Stronghold
41.73,"Release Left Kidney Pelvis, Open Approach",18.03.2020,24.12.2019,Prodder
7.61,Fluoroscopy of Left Ureter using Other Contrast,13.11.2019,11.10.2019,Latlux
6.88,"Removal of Infusion Device from Right Sacroiliac Joint, Percutaneous Approach",20.05.2021,15.06.2020,Ventosanzap
45.57,"Division of Right Lower Extremity Bursa and Ligament, Open Approach",27.09.2019,14.12.2019,Konklab
52.89,Removal of Other Device on Back,04.05.2020,27.07.2020,Lotlux
91.55,"Drainage of Right Knee Bursa and Ligament with Drainage Device, Percutaneous Approach",02.08.2019,22.12.2020,It
61.2,"Occlusion of Left Common Iliac Vein, Open Approach",17.02.2020,03.07.2020,Flowdesk
94.1,"Drainage of Right Nipple with Drainage Device, Via Natural or Artificial Opening",10.02.2020,07.03.2021,Flexidy
75.92,"Dilation of Left Kidney Pelvis, Open Approach",08.11.2019,18.08.2020,Redhold
65.31,"Revision of Synthetic Substitute in Right Sternoclavicular Joint, Open Approach",05.03.2020,13.07.2020,It
19.63,"Supplement Hyoid Bone with Autologous Tissue Substitute, Percutaneous Approach",14.03.2020,15.05.2020,Fixflex
21.32,"Release Left Adrenal Gland, Percutaneous Endoscopic Approach",23.04.2020,26.12.2020,Prodder
54.78,"Drainage of Left Lower Lung Lobe, Via Natural or Artificial Opening",17.12.2020,11.01.2020,Alpha
30.57,"Drainage of Liver, Open Approach",27.08.2019,26.05.2020,Cookley
63.21,"Resection of Bilateral Kidneys, Percutaneous Endoscopic Approach",30.12.2020,30.04.2021,Cookley
89.39,Therapeutic Exercise Treatment of Integumentary System - Upper Back / Upper Extremity using Mechanical Equipment,08.06.2019,04.08.2020,Namfix
76.66,"Excision of Uterine Supporting Structure, Via Natural or Artificial Opening",07.05.2021,06.09.2020,Cookley
59.46,"Dilation of Right Fallopian Tube with Intraluminal Device, Percutaneous Approach",18.10.2019,16.04.2021,Hatity
33.61,"Extirpation of Matter from Left Knee Joint, Percutaneous Approach",28.11.2019,18.10.2019,Stronghold
60.59,"Control Bleeding in Right Pleural Cavity, Percutaneous Approach",31.03.2020,01.04.2020,Tresom
59.47,"Fluoroscopy of Bilateral Jugular Veins, Guidance",19.03.2020,05.02.2021,Fix San
92.07,"Drainage of Right Adrenal Gland with Drainage Device, Percutaneous Endoscopic Approach",28.02.2021,22.06.2020,Daltfresh
19.54,"Fusion of Left Metacarpophalangeal Joint with Nonautologous Tissue Substitute, Percutaneous Approach",28.09.2019,11.08.2020,Cookley
86.32,"Reattachment of Accessory Pancreatic Duct, Percutaneous Endoscopic Approach",26.06.2019,04.05.2020,Flexidy
27.59,"Bypass Right Foot Vein to Lower Vein with Nonautologous Tissue Substitute, Open Approach",11.09.2020,04.09.2020,Redhold
33.2,"Replacement of Left Finger Phalanx with Nonautologous Tissue Substitute, Open Approach",09.05.2020,28.10.2019,Y-Solowarm
25.83,"Computerized Tomography (CT Scan) of Chest and Abdomen using Low Osmolar Contrast, Unenhanced and Enhanced",25.03.2021,15.12.2019,Veribet
6.81,Fluoroscopy of Left Shoulder,21.05.2020,25.07.2020,Solarbreeze
30.61,"Destruction of Right Pleura, Percutaneous Approach",16.12.2020,28.11.2020,Voyatouch
75.53,"Excision of Left Hip Joint, Open Approach",19.10.2019,02.09.2020,Matsoft
1.25,"Fusion of Right Sacroiliac Joint with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",23.05.2021,26.10.2019,Tempsoft
90.6,"Dilation of Hepatic Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",17.02.2021,06.12.2019,Ronstring
59.68,"Resection of Left Metatarsal-Phalangeal Joint, Open Approach",09.12.2019,22.01.2021,Redhold
32.07,"Destruction of Right Tibia, Percutaneous Endoscopic Approach",17.11.2020,17.11.2020,Tin
34.33,"Insertion of Radioactive Element into Left Femoral Region, Percutaneous Approach",23.11.2019,07.01.2021,Stringtough
21.64,"Drainage of Left External Iliac Artery, Percutaneous Endoscopic Approach",14.09.2019,16.11.2020,Fix San
65.77,"Repair Right Knee Bursa and Ligament, Open Approach",20.02.2020,26.05.2020,Stronghold
41.69,"Revision of Infusion Device in Left Elbow Joint, External Approach",01.06.2020,11.01.2021,Bitwolf
71.51,Change Cast on Neck,30.07.2020,31.12.2020,Opela
20.08,"Replacement of Left External Iliac Vein with Nonautologous Tissue Substitute, Open Approach",22.07.2019,05.11.2020,Zontrax
18.92,"Occlusion of Right Vertebral Artery with Extraluminal Device, Percutaneous Endoscopic Approach",03.11.2020,08.02.2020,Subin
24.49,"Removal of External Fixation Device from Left Finger Phalanx, External Approach",21.08.2019,16.11.2019,Zaam-Dox
46.12,"Extirpation of Matter from Right Lower Leg Tendon, Open Approach",15.12.2020,18.02.2020,Bytecard
8.02,"Excision of Right Large Intestine, Via Natural or Artificial Opening Endoscopic",23.09.2020,21.02.2020,Transcof
82.47,"Excision of Left Conjunctiva, External Approach",11.09.2019,20.08.2020,Bamity
13.23,"Insertion of Infusion Device into Right Upper Extremity, Percutaneous Approach",15.04.2020,30.10.2019,Matsoft
83.98,"Supplement Right Lacrimal Bone with Synthetic Substitute, Open Approach",12.08.2020,24.04.2020,Zontrax
6.18,"Fusion of Cervical Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach",08.12.2019,29.12.2019,Tempsoft
38.82,"Supplement Left Face Vein with Synthetic Substitute, Open Approach",23.11.2020,04.02.2020,Tresom
7.05,"Urinary System, Reposition",10.12.2020,17.01.2021,Otcom
73.41,"Release Sacrum, Percutaneous Endoscopic Approach",27.12.2019,14.04.2020,Stim
46.72,"Excision of Ileocecal Valve, Percutaneous Endoscopic Approach, Diagnostic",27.06.2019,02.01.2021,Trippledex
58.54,"Removal of Other Device from Upper Back, Open Approach",16.03.2020,30.09.2020,Voyatouch
98.66,"Destruction of Left Extraocular Muscle, Percutaneous Approach",18.06.2020,09.06.2020,Matsoft
25.01,"Bypass Left Vas Deferens to Left Vas Deferens with Nonautologous Tissue Substitute, Open Approach",17.08.2019,27.10.2020,Hatity
44.98,"Removal of Infusion Device from Left Knee Joint, Open Approach",02.02.2020,22.05.2020,Stringtough
13.79,"Reposition Jejunum, Percutaneous Endoscopic Approach",17.04.2021,24.04.2020,Cookley
53.17,Tomographic (Tomo) Nuclear Medicine Imaging of Chest using Indium 111 (In-111),24.05.2020,20.06.2020,Fix San
30.16,"Release Left Vitreous, Percutaneous Approach",14.09.2019,26.11.2020,Treeflex
13.34,"Fusion of Left Shoulder Joint, Percutaneous Approach",16.01.2020,08.12.2020,Cardify
7.52,"Fusion of Right Hip Joint, Open Approach",16.11.2019,01.12.2020,Greenlam
62.82,"Supplement Left Anterior Tibial Artery with Autologous Tissue Substitute, Open Approach",03.02.2020,16.12.2019,Andalax
87.41,"Extirpation of Matter from Multiple Parathyroid Glands, Percutaneous Approach",07.04.2020,10.03.2021,Bitchip
28.37,"Revision of Infusion Device in Scrotum and Tunica Vaginalis, Open Approach",12.06.2020,22.12.2020,Temp
91.54,"Transfer Sciatic Nerve to Tibial Nerve, Open Approach",28.01.2021,13.04.2020,Otcom
17.14,"Bypass Right External Iliac Artery to Left Internal Iliac Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach",23.05.2019,04.12.2020,Fixflex
65.33,"Removal of Other Device from Lower Back, Open Approach",14.07.2019,20.10.2020,Subin
71.69,"Release Nasopharynx, Open Approach",24.10.2020,04.11.2020,Veribet
66.62,"Drainage of Left Breast with Drainage Device, Open Approach",17.04.2020,20.11.2020,Job
62.99,"Excision of Right Lower Eyelid, External Approach",08.05.2019,13.03.2020,Flexidy
24.85,"Supplement Right Internal Jugular Vein with Autologous Tissue Substitute, Open Approach",13.08.2019,26.01.2020,Sonsing
21.61,Plain Radiography of Intercostal and Bronchial Arteries using High Osmolar Contrast,02.12.2019,04.11.2020,Fintone
88.99,"Removal of Nonautologous Tissue Substitute from Left Elbow Joint, Open Approach",10.01.2020,22.12.2020,Domainer
70.34,"Excision of Right Tympanic Membrane, Percutaneous Approach",09.02.2020,12.03.2021,Stringtough
47.52,"Reposition Left Patella with External Fixation Device, Percutaneous Approach",26.01.2021,16.04.2020,Trippledex
77.15,"Upper Bones, Removal",27.07.2020,04.04.2021,Fixflex
55.24,"Restriction of Left External Jugular Vein with Extraluminal Device, Percutaneous Approach",26.08.2019,19.10.2019,Asoka
26.1,"Dilation of Right Foot Artery, Bifurcation, Percutaneous Approach",26.07.2020,05.01.2020,Keylex
88.21,"Revision of Nonautologous Tissue Substitute in Right Toe Phalangeal Joint, Open Approach",25.08.2019,28.02.2021,Transcof
7.51,"Fluoroscopy of Left Upper Extremity Arteries using Low Osmolar Contrast, Laser Intraoperative",19.02.2020,05.07.2020,Zaam-Dox
84.18,"Replacement of Left Hip Tendon with Nonautologous Tissue Substitute, Open Approach",23.03.2020,03.08.2020,Sub-Ex
94.96,"Repair Right Lower Femur, Percutaneous Endoscopic Approach",02.02.2020,09.03.2020,Tampflex
14.21,"Removal of Synthetic Substitute from Left Lower Femur, Percutaneous Approach",17.04.2021,13.03.2020,Vagram
62.41,"Release Right External Iliac Artery, Percutaneous Endoscopic Approach",19.09.2020,11.02.2021,Temp
53.19,"Inspection of Mediastinum, Percutaneous Approach",21.05.2021,02.11.2020,Wrapsafe
95.82,"Dilation of Left Hand Vein with Intraluminal Device, Percutaneous Approach",29.06.2019,14.05.2021,Ronstring
78.44,"Excision of Left Ureter, Open Approach",23.08.2020,15.05.2021,Gembucket
21.42,High Dose Rate (HDR) Brachytherapy of Right Breast using Other Isotope,25.06.2020,20.09.2020,Zamit
77.66,"Occlusion of Hepatic Artery with Extraluminal Device, Percutaneous Endoscopic Approach",23.06.2020,19.10.2020,Andalax
72.26,"Replacement of Left Mandible with Autologous Tissue Substitute, Percutaneous Approach",02.09.2019,11.11.2019,Bytecard
24.73,"Fluoroscopy of Bilateral Renal Veins using High Osmolar Contrast, Guidance",19.02.2021,09.12.2020,Pannier
98.17,"Bypass Left Ventricle to Right Pulmonary Artery with Autologous Venous Tissue, Open Approach",22.10.2019,13.04.2020,Aerified
63.94,"Excision of Pituitary Gland, Open Approach, Diagnostic",10.07.2019,04.01.2021,Lotstring
8.52,"Destruction of Bladder, Percutaneous Approach",07.10.2019,14.09.2020,Holdlamis
91.32,"Insertion of Infusion Device into Left Upper Leg, Percutaneous Endoscopic Approach",05.02.2021,03.02.2020,Namfix
68,"Extirpation of Matter from Left Fallopian Tube, Percutaneous Endoscopic Approach",26.08.2020,05.01.2020,Alphazap
78.8,"Repair Left Frontal Sinus, Percutaneous Approach",15.04.2020,23.03.2021,Namfix
55.66,Fluoroscopy of Left Ureter using Other Contrast,15.03.2020,11.08.2020,It
7.48,"Restriction of Right Pulmonary Artery, Open Approach",18.10.2019,03.12.2020,Viva
73.81,"Removal of Autologous Tissue Substitute from Spinal Cord, Percutaneous Approach",06.08.2020,27.02.2021,Job
14.98,"Dilation of Bladder Neck, Percutaneous Endoscopic Approach",11.08.2019,09.05.2020,Kanlam
47.6,"Supplement Right Metatarsal-Phalangeal Joint with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",21.05.2021,14.11.2019,Voyatouch
72.46,"Supplement Superior Vena Cava with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",29.11.2019,22.03.2021,Overhold
95.92,"Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach",31.12.2020,28.11.2019,Temp
6.62,"Extraction of Iliac Bone Marrow, Percutaneous Approach",06.03.2020,08.04.2021,Pannier
37.36,"Supplement Right Common Iliac Artery with Synthetic Substitute, Percutaneous Approach",29.10.2020,13.05.2020,Cardify
82.22,"Excision of Right Rib, Percutaneous Endoscopic Approach",29.03.2020,05.05.2020,Matsoft
39.47,"Restriction of Pelvis Lymphatic with Intraluminal Device, Percutaneous Endoscopic Approach",05.06.2020,17.03.2021,Fixflex
34.65,"Removal of Autologous Tissue Substitute from Kidney, Open Approach",19.04.2021,08.04.2021,Cookley
73.15,"Dilation of Right Subclavian Artery, Bifurcation, with Intraluminal Device, Percutaneous Approach",28.02.2020,11.01.2020,Mat Lam Tam
91.19,"Bypass Right Vas Deferens to Left Epididymis with Synthetic Substitute, Open Approach",07.02.2020,07.03.2021,Fixflex
54.02,Muscle Performance Treatment of Integumentary System - Whole Body using Orthosis,25.06.2020,13.04.2021,Toughjoyfax
55.77,"Drainage of Sciatic Nerve with Drainage Device, Open Approach",05.09.2020,04.11.2019,Asoka
30.5,"Excision of Right Tarsal, Percutaneous Approach",19.09.2020,23.02.2021,Duobam
75.53,"Bypass Ascending Colon to Ascending Colon with Nonautologous Tissue Substitute, Open Approach",11.06.2020,30.11.2019,It
88.61,High Dose Rate (HDR) Brachytherapy of Trachea using Californium 252 (Cf-252),15.06.2019,17.03.2020,Cookley
92.15,"Transfer Buttock Subcutaneous Tissue and Fascia, Percutaneous Approach",15.08.2019,14.11.2020,Konklab
24.89,"Release Sacrum, Percutaneous Endoscopic Approach",06.06.2020,03.02.2021,Solarbreeze
36.26,"Extirpation of Matter from Aortic Lymphatic, Percutaneous Approach",28.02.2021,01.07.2020,Zaam-Dox
75.21,"Dilation of Innominate Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Open Approach",14.05.2020,09.10.2020,Zathin
53.21,"Bypass Right Ureter to Ileum with Synthetic Substitute, Percutaneous Endoscopic Approach",28.10.2020,28.05.2020,Pannier
60.13,"Drainage of Right Ethmoid Sinus, Open Approach",20.12.2019,16.12.2019,Andalax
45.96,"Bypass Left Subclavian Artery to Bilateral Lower Arm Artery, Open Approach",23.08.2020,02.12.2019,Overhold
37.56,"Anatomical Regions, General, Removal",27.05.2021,05.12.2019,Span
49.46,"Transfusion of Autologous Frozen Plasma into Central Vein, Open Approach",20.03.2020,15.07.2020,Alphazap
15.36,"Revision of Spacer in Left Elbow Joint, Percutaneous Endoscopic Approach",21.10.2019,22.03.2021,Tresom
45.01,Beam Radiation of Kidney using Photons >10 MeV,21.11.2019,06.01.2020,Ventosanzap
70.3,"Destruction of Left Lower Extremity Bursa and Ligament, Percutaneous Approach",19.09.2019,01.12.2019,Asoka
38.39,Stereotactic Particulate Radiosurgery of Pancreas,21.09.2019,29.04.2020,Zathin
96.65,"Introduction of Local Anesthetic into Skin and Mucous Membranes, External Approach",05.12.2019,09.02.2021,Sonsing
9.58,"Excision of Right Toe Phalangeal Joint, Percutaneous Endoscopic Approach",22.09.2020,12.08.2020,Tresom
35.36,"Revision of Drainage Device in Abdominal Wall, Percutaneous Approach",29.06.2019,05.05.2020,Opela
25.67,"Introduction of Other Antineoplastic into Central Vein, Percutaneous Approach",11.08.2019,31.05.2020,Tin
5.35,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach",11.08.2020,27.06.2020,Otcom
69.75,Fluoroscopy of Left Heart using High Osmolar Contrast,08.04.2021,02.03.2020,Tresom
93.84,"Release Lesser Omentum, Open Approach",06.06.2019,26.02.2020,Tampflex
61.22,Fluoroscopy of Sacrum and Coccyx using Low Osmolar Contrast,18.09.2020,27.04.2021,Fintone
